program_code,year,placed_count,placed_pref_rank_avg,placed_top_1_pref_count,placed_top_3_pref_count,placed_top_10_pref_count
109490289,2021,0,,0,0,0
108210286,2021,82,4.7,27,40,74
206111166,2021,16,2.3,11,13,15
107810195,2021,40,3.8,20,30,35
201010509,2021,10,2.7,2,7,10
101630095,2021,15,1.9,7,14,15
108030089,2021,62,3.7,17,39,59
203851877,2021,4,1.5,2,4,4
109410148,2021,82,4.0,27,45,79
101310137,2021,48,4.4,17,33,43
203851876,2021,20,2.2,14,15,20
102210205,2021,72,2.0,29,64,72
100310149,2021,72,4.8,21,38,63
100410148,2020,72,6.2,8,27,60
101510083,2020,82,7.8,3,23,61
100530063,2020,41,5.1,9,22,36
109130094,2020,72,5.0,18,35,64
100910249,2020,62,5.9,7,30,51
112771069,2020,62,5.1,14,34,53
111711552,2020,62,6.6,8,21,47
108210286,2020,82,7.1,13,27,65
108810217,2020,103,6.6,15,33,83
110010156,2020,72,5.9,10,29,57
108710069,2020,72,4.9,20,33,65
106630071,2020,62,4.7,14,33,56
200610242,2020,28,5.8,3,10,23
108330068,2020,62,3.9,18,36,59
104810186,2020,82,4.0,24,51,74
108010067,2020,82,4.8,19,46,72
205410035,2020,3,2.0,2,2,3
101310137,2020,62,4.8,19,34,52
100730185,2020,52,5.7,4,23,45
101330062,2020,41,5.9,13,22,33
107810195,2020,82,5.0,21,44,69
100310149,2020,72,7.8,9,19,49
107110033,2020,62,4.6,16,34,57
110670130,2020,41,5.1,10,25,34
106030077,2020,72,4.5,16,37,69
101910158,2020,72,5.4,16,32,65
105310204,2020,72,6.0,16,33,56
101610179,2020,62,5.7,17,30,50
102110084,2020,62,4.8,23,38,55
103230084,2020,82,6.2,7,33,64
100110187,2020,62,5.7,12,25,51
108910385,2020,93,5.6,19,39,77
109710206,2020,72,5.7,16,32,60
101210041,2020,82,4.5,37,55,70
102730116,2020,62,4.4,7,35,57
106930095,2020,72,5.4,4,25,69
102830045,2020,52,5.5,9,24,44
105130061,2020,41,4.7,10,21,37
100610101,2020,62,4.6,16,37,52
108610185,2020,82,6.1,11,24,67
100710569,2020,62,7.2,13,23,45
103010116,2020,72,6.5,13,27,59
106710084,2020,72,4.0,28,42,68
109430055,2020,72,5.3,12,34,62
403910273,2020,5,3.4,2,3,5
103930111,2020,62,5.3,5,31,53
106730016,2020,62,5.2,11,28,55
103630053,2020,62,6.0,11,29,53
103510226,2020,82,5.7,23,40,68
103710093,2020,62,3.8,9,40,59
105290021,2020,72,5.0,22,41,63
103730088,2020,62,6.5,7,17,52
106430204,2020,62,4.6,18,37,55
101010828,2020,2613,2.6,1605,2117,2494
105930105,2020,57,4.3,24,39,49
104510117,2020,62,6.5,11,29,48
105910164,2020,62,3.8,23,41,58
104710196,2020,72,6.5,15,26,56
111110054,2020,62,5.8,9,23,55
107710539,2020,72,4.8,18,40,64
103110954,2020,62,5.8,9,23,51
206111166,2020,33,3.4,14,22,31
106130261,2020,62,4.8,13,34,54
201010509,2020,30,3.2,4,22,29
107510074,2020,72,4.4,13,40,65
102210205,2020,62,2.2,27,55,61
208410195,2020,11,2.8,3,7,11
201211144,2020,9,6.9,2,5,6
208410186,2020,5,4.2,0,3,5
201410065,2020,12,3.5,6,8,11
202210091,2020,25,2.4,14,22,24
206211102,2020,4,3.3,1,2,4
201910863,2020,9,5.2,2,5,8
105610316,2020,93,2.5,29,76,93
202310169,2020,5,6.2,0,2,5
105410036,2020,62,6.2,3,20,55
202310521,2020,7,2.9,1,6,7
203010142,2020,2,1.0,2,2,2
202410838,2020,7,2.9,3,5,7
203010151,2020,24,2.3,9,19,24
200710083,2020,9,2.7,6,8,8
202712567,2020,10,3.4,4,7,9
202712585,2020,25,3.0,9,16,24
203010169,2020,9,6.4,2,5,7
200710489,2020,41,2.2,15,37,41
203211295,2020,10,4.1,3,7,9
202410256,2020,38,3.2,13,27,35
103310219,2020,82,5.8,13,30,73
206211111,2020,2,8.0,1,1,1
201910872,2020,51,2.2,26,43,51
202210064,2020,5,5.4,1,2,5
201410056,2020,28,3.8,4,20,26
201211135,2020,40,2.5,19,32,39
107210323,2020,82,4.0,14,47,78
107410215,2020,62,5.9,15,34,49
300390310,2020,0,,0,0,0
206110308,2020,6,1.3,4,6,6
201010493,2020,12,4.8,3,5,11
110110119,2020,72,5.0,12,40,60
109230075,2020,82,5.1,9,35,75
109210123,2020,82,6.4,15,27,68
103410139,2020,82,6.0,20,33,68
300410101,2020,1,1.0,1,1,1
105710263,2020,82,7.7,4,21,61
104730164,2020,72,6.3,12,32,59
106410281,2020,62,6.3,14,24,49
104530051,2020,41,5.3,7,18,34
103530106,2020,82,4.0,16,57,73
100630062,2020,62,5.9,10,24,51
104210077,2020,82,5.4,23,48,68
110910101,2020,62,5.6,18,28,50
106910161,2020,72,5.7,12,32,59
103810126,2020,82,7.9,7,30,57
100430073,2020,72,5.3,17,36,59
107010325,2020,72,6.7,11,27,54
101010079,2020,72,6.4,17,33,58
108930202,2020,82,5.2,11,38,70
101430104,2020,72,4.1,12,40,69
103210132,2020,82,6.5,8,30,66
300110307,2020,5,5.6,3,3,4
105330156,2020,62,4.1,8,43,56
102510114,2020,103,6.7,15,37,83
101410181,2020,82,6.0,10,31,70
200610233,2020,3,6.0,0,2,2
102530109,2020,82,5.0,16,39,74
100210062,2020,62,4.8,15,34,56
106010091,2020,72,4.7,14,37,64
103610076,2020,62,4.7,13,32,57
100510129,2020,62,4.7,21,33,56
107630095,2020,62,5.1,10,32,58
103910161,2020,82,4.9,22,38,73
107610188,2020,62,7.3,9,25,44
203851876,2020,20,7.2,4,10,15
109410148,2020,82,5.8,15,34,71
300110264,2020,1,1.0,1,1,1
203851877,2020,11,2.8,3,8,11
109490289,2020,1,9.0,0,0,1
108030089,2020,82,4.9,21,44,69
200611319,2020,6,6.7,0,2,5
108130043,2020,82,4.8,21,43,70
100930138,2020,52,5.9,12,25,43
108110109,2020,82,4.5,19,45,75
103030156,2020,62,3.5,12,43,59
101110333,2020,72,5.6,8,38,60
108310046,2020,62,5.1,16,37,53
108630153,2020,72,4.6,9,36,67
108830151,2020,82,4.6,11,41,74
105110021,2020,62,4.7,20,32,52
109010258,2020,62,6.2,17,29,49
102810077,2020,62,6.6,9,21,49
300510296,2020,10,6.1,4,6,8
102630083,2020,82,5.3,15,41,71
102710236,2020,72,7.3,11,24,53
102610228,2020,82,5.1,20,41,72
109730088,2020,62,5.4,14,30,52
205410477,2020,7,4.4,0,2,7
107310534,2020,62,6.9,10,21,47
111710175,2020,93,6.6,5,26,77
104310119,2020,82,3.6,24,54,79
100130173,2020,41,5.3,6,15,37
200390139,2020,1,1.0,1,1,1
102010094,2020,62,4.1,24,42,56
102030053,2020,37,4.5,9,20,32
109830051,2020,62,6.5,9,22,47
110670129,2020,62,6.1,13,27,51
102310064,2020,82,6.7,18,30,63
110330193,2020,62,5.7,10,25,54
300510772,2020,0,,0,0,0
100810286,2020,62,5.3,22,31,52
102330077,2020,72,4.8,21,40,63
101810195,2020,62,4.9,13,33,55
110210233,2020,82,4.3,26,47,75
110310444,2020,62,4.9,17,31,57
106310088,2020,62,4.3,17,40,56
109810074,2020,62,5.1,11,31,55
106610137,2020,72,7.5,8,17,54
105010076,2020,62,4.4,30,44,51
101530051,2020,62,5.5,8,26,50
101710266,2020,62,4.2,22,36,57
101630095,2020,41,5.5,9,21,34
109510147,2020,62,5.0,21,30,53
106210229,2020,82,6.2,20,38,66
106110151,2020,72,5.4,23,34,58
101830154,2020,41,5.3,11,23,34
106810011,2020,82,5.2,21,46,69
108510071,2020,62,4.4,17,37,56
108530075,2020,62,5.0,14,36,54
200310209,2020,6,5.0,1,2,6
104330141,2020,72,5.2,14,34,63
106330056,2020,62,5.1,15,35,52
300211861,2020,7,3.1,2,5,7
300310986,2020,1,5.0,0,0,1
300310068,2020,15,1.9,10,13,15
300410755,2020,9,3.6,6,7,8
300111253,2020,1,2.0,0,1,1
107910291,2020,72,5.3,19,34,64
102910191,2020,82,4.5,27,47,73
109110124,2020,82,4.8,19,45,73
103610076,2019,62,6.5,9,27,49
300411047,2019,3,2.0,2,2,3
101110333,2019,62,5.8,8,21,51
101710266,2019,62,4.9,30,42,53
106010091,2019,72,5.7,13,37,62
105010076,2019,62,4.8,20,38,54
100310149,2019,62,9.1,2,11,41
202210091,2019,17,2.6,1,15,17
107110033,2019,52,5.3,12,27,42
107630095,2019,62,7.1,6,23,47
208410186,2019,4,11.0,1,1,1
103910161,2019,82,5.2,15,43,70
300190362,2019,3,3.7,1,1,3
201211144,2019,5,10.2,0,0,3
200611319,2019,5,2.2,3,4,5
101630095,2019,41,7.0,5,15,30
107610188,2019,62,8.1,7,17,45
208410195,2019,22,2.8,9,18,21
109410148,2019,82,6.5,10,25,69
102210205,2019,62,2.1,25,55,62
106130261,2019,62,6.4,10,23,51
101230036,2019,41,7.9,3,11,29
203851876,2019,6,6.8,0,2,5
109510147,2019,52,6.2,14,25,40
107510074,2019,67,5.9,7,27,54
112771069,2019,62,5.9,15,22,53
201010599,2019,39,4.2,6,26,36
101330062,2019,41,4.9,8,17,37
203851877,2019,5,10.4,0,3,3
106210229,2019,82,6.3,19,34,64
300110264,2019,1,2.0,0,1,1
201010509,2019,36,4.7,5,23,32
300111253,2019,0,,0,0,0
108030089,2019,82,6.4,16,26,66
206111166,2019,30,3.3,13,20,29
101610179,2019,62,7.3,10,21,47
107710539,2019,62,6.9,15,27,45
107810195,2019,72,4.0,24,45,69
108130043,2019,72,6.2,7,32,58
103030156,2019,62,5.0,6,37,54
300511646,2019,0,,0,0,0
103110954,2019,62,7.7,7,18,45
106110151,2019,72,6.4,17,29,55
108110109,2019,72,6.5,8,29,55
107910291,2019,72,6.6,15,29,56
104710196,2019,72,6.1,14,28,56
108630153,2019,72,5.8,9,33,57
100730185,2019,52,5.2,7,23,46
403910273,2019,10,3.0,4,8,10
101510083,2019,82,8.4,4,15,56
108310046,2019,62,7.6,10,14,44
106810011,2019,82,6.4,9,35,68
111110054,2019,62,7.6,8,16,44
104510117,2019,62,5.8,13,27,53
203851878,2019,0,,0,0,0
108830151,2019,93,5.7,10,32,83
100930138,2019,52,5.7,6,25,43
105110021,2019,62,7.6,11,17,44
101830154,2019,41,8.7,8,12,27
105910164,2019,62,5.0,18,33,53
102810077,2019,62,7.5,10,22,46
103830096,2019,62,6.6,4,19,52
101010828,2019,3846,2.9,2179,3083,3639
203851875,2019,0,,0,0,0
109010258,2019,62,4.6,20,38,53
108210286,2019,72,7.9,7,21,52
108510071,2019,62,5.0,19,30,54
105290021,2019,62,6.3,11,22,50
200310209,2019,5,5.6,1,2,4
102630083,2019,72,5.8,11,33,59
105930105,2019,62,8.3,8,20,40
102710236,2019,72,7.7,6,18,49
205410035,2019,3,1.0,3,3,3
300510296,2019,7,3.0,3,4,7
106430204,2019,62,6.4,13,26,47
101310137,2019,62,6.0,18,30,51
102610228,2019,82,5.9,12,37,69
103730088,2019,62,6.4,3,14,51
109730088,2019,62,5.6,6,27,51
106330056,2019,62,7.1,9,23,50
108530075,2019,62,5.5,10,32,53
103710093,2019,62,6.7,5,20,50
103510226,2019,82,5.9,21,43,64
107310534,2019,62,8.6,3,11,42
100910249,2019,62,7.9,10,21,44
104810186,2019,82,4.4,20,49,72
103630053,2019,62,7.9,7,16,42
106630071,2019,62,6.0,8,24,48
104310119,2019,82,5.6,19,42,68
106730016,2019,62,6.0,6,25,51
108010067,2019,82,6.9,13,23,67
103930111,2019,62,4.6,14,31,56
109430055,2019,72,7.1,5,25,55
103010116,2019,82,5.8,16,37,69
100130173,2019,41,5.2,4,18,37
200310227,2019,23,7.2,6,11,18
102010094,2019,62,6.5,16,32,49
104330141,2019,72,6.2,10,26,60
106710084,2019,72,6.9,9,25,56
102030053,2019,41,8.4,4,11,28
200610242,2019,26,4.5,7,13,24
108610185,2019,82,5.5,13,37,72
100710569,2019,62,7.7,12,21,43
108330068,2019,62,7.0,4,28,44
109830051,2019,62,6.5,6,20,52
100610101,2019,62,6.5,8,27,48
110670129,2019,62,7.4,15,24,42
100530063,2019,41,6.6,4,14,35
105130061,2019,41,5.3,9,18,34
102830045,2019,41,8.5,1,10,29
200610939,2019,5,4.8,0,3,4
102310064,2019,82,6.1,14,30,68
201990465,2019,24,6.7,1,11,19
201410056,2019,14,2.9,10,11,13
101210041,2019,62,6.9,9,22,44
300211922,2019,1,1.0,1,1,1
202210064,2019,3,2.3,1,2,3
103310219,2019,82,6.5,14,31,66
201211135,2019,20,5.1,4,11,17
101530051,2019,72,7.2,8,23,53
300212214,2019,0,,0,0,0
201910872,2019,30,4.4,11,22,24
202210326,2019,10,2.2,5,8,10
201290231,2019,25,3.6,7,18,23
107410215,2019,62,6.1,11,26,50
300211852,2019,1,1.0,1,1,1
206211111,2019,4,4.5,2,3,3
110330193,2019,62,6.1,10,21,52
107210323,2019,82,4.2,10,49,77
102910191,2019,82,7.0,15,33,64
202390098,2019,10,4.1,2,6,9
201010493,2019,8,4.5,2,5,7
106930095,2019,62,6.6,3,25,50
203310272,2019,15,4.5,4,11,13
102330077,2019,72,7.8,7,25,47
206110308,2019,4,1.0,4,4,4
110010156,2019,72,8.4,4,18,54
203310263,2019,3,2.3,1,3,3
109230075,2019,72,5.8,9,32,61
300311903,2019,1,1.0,1,1,1
202410256,2019,36,4.5,13,27,32
102730116,2019,62,7.0,5,19,46
110110119,2019,62,5.9,10,28,52
100230039,2019,62,5.3,16,31,51
200710489,2019,13,3.9,2,5,12
100810286,2019,62,6.9,7,22,48
200711918,2019,31,5.9,3,13,28
203010169,2019,7,6.9,0,1,6
300211861,2019,6,8.8,0,1,3
103410139,2019,82,6.4,16,32,63
203010575,2019,15,5.0,4,7,12
109210123,2019,72,8.8,4,14,45
104730164,2019,62,8.0,5,13,46
109710206,2019,72,9.2,9,19,43
202712576,2019,43,6.3,7,14,35
110210233,2019,82,6.4,21,36,60
105710263,2019,72,8.1,4,14,53
108910385,2019,93,8.5,4,16,69
202712585,2019,8,3.4,2,6,7
104530051,2019,41,5.7,4,19,36
300410101,2019,0,,0,0,0
110910101,2019,62,6.5,5,17,49
100110187,2019,62,6.8,8,20,47
106410281,2019,62,6.2,8,25,50
108710069,2019,72,5.9,14,33,60
300410094,2019,0,,0,0,0
202712567,2019,6,8.5,0,1,5
101810195,2019,62,6.2,10,23,49
103530106,2019,82,4.8,8,40,75
200710083,2019,5,1.0,5,5,5
104230027,2019,72,4.9,9,42,63
104210077,2019,82,4.9,15,46,69
200610233,2019,4,4.3,0,1,4
205410477,2019,7,7.1,0,2,5
100630062,2019,62,6.0,10,30,51
203010151,2019,28,2.7,6,23,28
109110124,2019,82,6.0,14,37,68
103230084,2019,82,6.3,8,28,70
202410838,2019,5,6.2,0,0,5
103810126,2019,82,8.5,6,19,58
109810074,2019,62,6.3,10,22,49
100210062,2019,62,4.8,18,32,54
108810217,2019,103,7.5,18,34,76
106910161,2019,72,7.7,10,19,52
102110084,2019,62,5.1,20,31,53
203010142,2019,3,4.0,0,2,3
101010079,2019,62,7.0,12,26,46
100410148,2019,82,7.9,12,25,54
202310521,2019,4,2.5,1,3,4
106310088,2019,62,7.5,15,26,45
107010325,2019,62,8.7,5,12,43
300310068,2019,15,3.9,7,9,14
100510129,2019,62,6.1,12,24,53
105410036,2019,52,6.8,3,10,45
110310444,2019,62,6.0,12,24,52
108930202,2019,82,6.6,8,25,68
203310572,2019,10,6.0,0,5,9
101430104,2019,72,3.8,11,45,69
105310204,2019,72,5.5,20,31,60
202310169,2019,3,7.7,0,1,2
111710175,2019,82,8.8,1,18,54
111711552,2019,62,7.1,4,17,47
103210132,2019,82,7.6,14,27,57
106610137,2019,72,7.2,7,24,53
105610316,2019,93,3.5,16,63,90
101910158,2019,62,8.0,9,19,43
105330156,2019,62,6.3,3,23,52
201910863,2019,6,6.2,0,0,6
300110307,2019,3,2.7,2,2,3
100430073,2019,72,7.3,4,15,56
109130094,2019,72,6.2,12,28,56
102510114,2019,103,8.3,10,24,72
106030077,2019,72,5.5,18,38,58
300410755,2019,8,2.8,3,6,8
206211102,2019,5,7.6,0,1,4
110670130,2019,41,7.1,6,11,32
102530109,2019,93,6.8,6,28,74
201410065,2019,10,3.5,4,7,9
101410181,2019,82,6.8,9,26,63
107010194,2024,21,3.9,5,14,20
107210183,2024,21,1.6,11,21,21
101510277,2024,21,5.6,1,7,18
104110378,2024,31,2.2,15,26,31
110210127,2024,21,5.2,3,8,19
101410454,2024,52,5.6,5,22,45
103010382,2024,26,3.8,4,15,25
103110187,2024,31,3.5,8,18,30
107210183,2023,21,3.7,6,14,20
101410454,2023,52,10.2,4,18,28
110210127,2023,21,9.7,2,5,12
103110187,2023,31,4.1,7,18,29
101510277,2023,21,6.4,3,12,17
104110378,2023,31,2.9,15,22,30
107010194,2023,21,4.3,3,10,20
103010382,2023,26,7.3,4,15,19
110210127,2022,21,7.0,6,10,15
101510277,2022,21,3.6,4,14,20
104110378,2022,21,2.1,10,19,21
107210183,2022,21,2.6,8,18,20
103010382,2022,21,7.8,3,9,15
101410454,2022,52,7.0,3,17,39
103110187,2022,21,2.7,9,17,20
107010194,2022,21,4.7,5,12,19
110210127,2021,21,8.7,0,7,14
103010382,2021,21,6.7,4,10,16
107210183,2021,21,2.1,8,20,21
103110187,2021,21,5.0,5,11,18
107010194,2021,21,8.8,5,8,13
101510277,2021,21,7.6,5,9,15
101410454,2021,21,7.5,1,6,15
104110378,2021,21,2.6,7,15,21
103110187,2020,21,2.8,6,14,21
107010194,2020,21,6.9,4,6,16
107210183,2020,21,2.1,11,17,21
104110378,2020,21,2.0,11,18,21
103010382,2020,21,8.8,4,9,12
101410454,2020,21,13.1,0,3,10
110210127,2020,21,13.2,0,1,10
101510277,2020,21,6.6,3,8,16
107010194,2019,21,6.6,2,8,17
101510277,2019,21,6.9,0,7,16
103110187,2019,21,3.0,10,15,20
107210183,2019,21,3.9,7,14,20
101410454,2019,21,10.4,1,4,12
104110378,2019,21,2.7,9,14,21
103010382,2019,21,8.8,6,9,13
110210127,2019,21,13.1,0,2,11
111710184,2024,69,6.5,8,25,55
108010394,2024,59,8.4,2,16,40
103590184,2024,47,6.0,4,18,40
104810195,2024,67,5.4,8,27,60
102610476,2024,64,7.4,6,21,49
102610476,2023,73,8.7,11,22,48
108010394,2023,54,7.8,7,20,37
104810195,2023,64,5.6,14,29,55
111710184,2023,64,7.1,4,18,47
103590184,2023,42,4.4,13,28,37
111710184,2022,62,7.9,5,15,47
104810195,2022,72,5.7,12,30,62
108010394,2022,52,7.5,7,18,38
103590184,2022,41,7.4,4,10,30
102610476,2022,48,8.6,4,12,34
104810195,2021,72,4.1,23,45,66
108010394,2021,11,1.7,8,10,11
102610476,2021,3,2.0,1,3,3
111710184,2021,62,4.0,17,37,57
103590184,2021,16,3.6,5,10,16
104810195,2020,72,4.3,22,41,66
103590184,2020,41,4.0,15,22,39
102610476,2020,57,4.6,20,39,49
108010394,2020,52,5.1,11,28,45
111710184,2020,62,5.8,4,25,54
103590184,2019,41,6.2,4,12,36
108010394,2019,52,5.9,10,28,41
111710184,2019,62,6.8,6,21,48
104810195,2019,72,5.3,16,36,64
102610476,2019,57,7.5,7,18,43
105710272,2024,32,6.1,5,8,26
105710272,2023,32,6.3,6,8,25
105710272,2022,31,9.1,4,9,18
105710272,2021,0,,0,0,0
105710272,2020,31,6.5,2,9,25
105710272,2019,27,6.6,6,12,19
300410067,2024,1,1.0,1,1,1
201410568,2024,0,,0,0,0
201410577,2024,9,5.8,2,3,7
111610485,2024,52,5.2,2,25,44
100510041,2024,52,8.3,6,19,35
112110141,2024,41,7.0,8,17,28
109290270,2024,52,7.1,7,15,38
202210320,2024,8,9.4,0,1,5
102910137,2024,65,5.4,20,40,53
408810960,2024,0,,0,0,0
104910043,2024,52,9.4,6,13,31
107210192,2024,41,4.2,10,26,36
300312346,2024,8,2.0,6,7,8
104210086,2024,65,4.4,28,43,55
103110196,2024,52,4.6,6,34,46
200610181,2024,11,5.2,3,7,9
103610058,2024,52,8.2,9,18,36
105910058,2024,52,7.6,7,20,36
300110176,2024,5,10.6,0,0,4
104310401,2024,52,6.9,5,13,37
109410475,2024,52,7.2,9,20,37
106410069,2024,52,7.8,6,15,37
300210696,2024,4,6.5,1,2,3
108610079,2024,52,6.4,7,21,43
106910073,2024,52,6.9,6,13,41
109110178,2024,41,6.7,1,8,34
109710109,2024,52,3.3,23,36,51
107090155,2024,41,8.2,5,14,27
200610172,2024,0,,0,0,0
301310144,2024,6,10.0,2,2,3
100110099,2024,41,9.8,3,6,23
108990372,2024,41,5.1,5,25,35
100810462,2024,47,7.5,8,11,35
300710885,2024,1,2.0,0,1,1
100310925,2024,47,7.3,6,18,32
106810056,2024,65,7.8,7,18,45
105310107,2024,65,8.7,9,21,39
110590037,2024,47,11.2,2,6,20
106010452,2024,39,8.5,3,11,26
104110387,2024,52,3.0,17,36,51
109810038,2024,52,7.7,7,16,35
104810971,2024,47,1.9,33,42,47
107810026,2024,41,7.3,5,16,31
408810953,2024,0,,0,0,0
409610576,2024,0,,0,0,0
108810086,2024,41,6.4,12,17,30
200611285,2024,6,5.7,0,2,5
108110048,2024,52,7.1,8,21,40
100910064,2024,52,10.6,3,9,27
108710227,2024,52,7.3,7,14,39
100710463,2024,52,5.5,16,30,41
106610049,2024,52,7.6,4,16,37
100410042,2024,52,8.8,9,13,34
109010116,2024,52,6.4,11,20,41
106390069,2024,52,7.2,5,14,36
409610567,2024,1,2.0,0,1,1
108310346,2024,31,6.1,4,10,25
301310153,2024,0,,0,0,0
101310164,2024,52,8.5,6,16,33
408810946,2024,0,,0,0,0
102390057,2024,52,8.1,2,12,36
108010331,2024,52,10.2,0,6,29
101510286,2024,52,5.9,12,22,43
300410746,2024,5,10.6,0,2,2
108210189,2024,41,6.5,10,20,30
107610073,2024,52,9.4,4,14,30
107310085,2024,52,8.3,2,11,36
101610258,2024,52,7.2,6,16,41
409610558,2024,0,,0,0,0
102510044,2024,52,10.1,2,6,28
102710096,2024,52,7.3,7,16,38
300510136,2024,15,4.3,8,9,13
300312328,2024,7,15.1,0,0,2
103210035,2024,52,8.8,3,12,34
103010391,2024,58,6.8,15,27,43
103310494,2024,52,8.5,3,12,33
107010201,2024,52,3.8,14,33,50
103910064,2024,65,8.3,9,22,40
110210136,2024,26,4.3,9,15,24
300290433,2024,0,,0,0,0
100610058,2024,52,7.5,4,12,38
101410463,2024,52,6.0,8,24,42
300290432,2024,0,,0,0,0
103510095,2024,52,4.3,14,33,48
104210623,2024,65,8.4,3,16,44
300511143,2024,0,,0,0,0
300111474,2024,1,2.0,0,1,1
103410784,2024,52,3.6,10,34,50
104510065,2024,41,6.0,1,15,36
300110167,2024,0,,0,0,0
110110394,2024,41,2.7,19,32,40
107710036,2024,32,7.8,2,10,23
300710876,2024,3,5.3,0,1,3
202210322,2024,42,2.5,9,36,42
203210431,2024,0,,0,0,0
107410084,2024,52,8.0,11,20,32
100210114,2024,39,9.3,5,12,22
203210449,2024,9,4.8,4,6,8
201410586,2024,15,3.7,6,12,13
101890238,2024,52,8.9,2,10,36
203210485,2024,38,2.3,22,33,37
202411651,2024,8,10.4,0,0,4
110310205,2024,52,9.6,4,8,30
202411669,2024,32,3.8,8,17,30
102610088,2024,52,6.0,7,21,43
105490024,2024,52,7.2,2,16,39
202411669,2023,43,4.1,13,28,37
102610088,2023,77,9.6,6,22,44
409610558,2023,0,,0,0,0
112110141,2023,52,9.3,8,18,31
300511143,2023,4,5.5,0,3,3
110210136,2023,31,5.7,7,19,24
300110176,2023,5,17.6,0,0,1
110310205,2023,52,11.2,1,7,26
300710885,2023,1,2.0,0,1,1
300410746,2023,5,6.8,0,1,3
106390069,2023,52,11.1,3,7,27
300312328,2023,7,17.6,0,1,1
101610258,2023,52,12.9,7,9,19
300290433,2023,3,2.7,0,3,3
103310494,2023,52,8.7,2,10,32
300510136,2023,13,10.5,2,2,9
300290432,2023,0,,0,0,0
300111474,2023,7,9.4,0,4,4
300110167,2023,15,2.5,3,14,15
300710876,2023,3,5.3,0,1,3
100210114,2023,39,9.9,2,13,22
300410067,2023,4,3.8,1,3,4
100510041,2023,62,10.2,4,14,33
300312346,2023,23,2.3,8,19,23
200610181,2023,33,4.6,12,21,30
300210696,2023,8,8.3,0,3,6
200610172,2023,2,10.0,1,1,1
106810056,2023,77,10.6,4,20,41
104110387,2023,82,3.9,13,55,75
108810086,2023,54,6.0,10,24,44
100710463,2023,62,4.7,20,41,52
108310346,2023,52,9.9,5,11,30
101310164,2023,52,16.8,0,2,7
108010331,2023,52,10.9,3,9,28
101510286,2023,52,6.7,7,20,41
107610073,2023,52,10.1,3,8,30
107310085,2023,54,9.2,3,10,34
109110178,2023,52,10.5,4,8,28
102510044,2023,62,12.9,3,6,25
102710096,2023,52,5.9,8,18,43
109810038,2023,52,11.3,4,9,29
103210035,2023,52,9.4,6,12,32
103010391,2023,51,4.7,16,35,43
100810462,2023,41,10.9,4,8,21
107010201,2023,62,4.7,13,37,55
100610058,2023,52,9.3,11,18,29
103910064,2023,65,7.8,11,35,44
102910137,2023,58,4.0,23,38,52
103510095,2023,62,5.4,11,32,54
101410463,2023,82,8.3,13,28,56
102390057,2023,52,11.9,2,7,21
103410784,2023,62,3.6,35,46,55
104210623,2023,65,11.1,4,13,33
108210189,2023,52,4.4,18,30,47
110110394,2023,62,2.8,28,51,59
104510065,2023,52,9.7,4,11,29
106610049,2023,52,9.3,3,10,30
202210322,2023,51,1.9,26,48,51
107710036,2023,39,7.0,7,18,30
104310401,2023,52,9.8,5,16,31
107410084,2023,52,4.8,13,31,45
101890238,2023,52,15.1,3,5,16
203210449,2023,8,4.1,2,3,8
201410586,2023,47,2.2,24,44,46
203210485,2023,47,1.3,40,45,47
202411651,2023,9,5.4,1,2,8
105490024,2023,52,4.5,3,25,48
201410577,2023,8,5.5,2,5,7
111610485,2023,57,5.4,9,25,49
109290270,2023,52,7.7,7,17,37
202210320,2023,10,3.3,3,6,10
104910043,2023,52,12.8,2,12,22
107210192,2023,82,3.6,26,54,77
104210086,2023,77,3.2,33,48,74
103110196,2023,82,6.9,7,26,66
103610058,2023,52,7.9,4,16,38
105910058,2023,52,11.3,4,11,24
109410475,2023,52,7.4,6,15,44
106410069,2023,52,10.3,4,10,30
108610079,2023,52,4.4,12,33,47
106910073,2023,52,5.7,8,21,45
109710109,2023,62,4.5,14,34,57
107090155,2023,52,10.4,1,7,31
100110099,2023,52,11.0,2,6,28
108990372,2023,52,3.3,21,35,50
301310144,2023,7,7.7,1,3,5
100310925,2023,41,8.7,4,8,27
105310107,2023,65,10.2,6,19,32
110590037,2023,41,13.0,1,8,17
106010452,2023,65,7.4,13,26,48
409610576,2023,0,,0,0,0
104810971,2023,41,1.6,31,38,41
107810026,2023,52,9.6,5,20,34
200611285,2023,9,5.0,0,3,9
108110048,2023,52,7.6,4,18,36
100910064,2023,52,10.1,8,13,32
108710227,2023,52,9.1,6,19,31
409610567,2023,0,,0,0,0
100410042,2023,52,10.3,4,13,29
109010116,2023,52,11.0,5,14,28
301310153,2023,1,3.0,0,1,1
201410586,2022,46,4.0,14,26,43
104310401,2022,52,7.4,8,21,34
106610049,2022,52,7.5,9,22,37
109810038,2022,52,6.4,6,20,42
100810462,2022,41,7.3,5,15,29
102910137,2022,47,2.5,24,39,44
109110178,2022,52,9.4,6,13,29
101890238,2022,52,9.2,5,14,30
102390057,2022,52,8.9,5,10,32
108210189,2022,52,2.5,23,42,51
100210114,2022,52,7.6,11,21,35
100510041,2022,52,9.9,8,11,30
200610181,2022,45,7.8,5,14,35
200610172,2022,2,4.0,0,1,2
104110387,2022,82,2.4,28,68,82
100710463,2022,52,2.8,24,41,49
